Company,Name,Email,Phone,Address,City,State,Postal Code,Country,Customer Group ID,Vat No,CF 1,CF 2,CF 3,CF 4,CF 5,CF 6
CUS01501,CUS01501,,,,,,,,3,,,,,,,
CUS01502,CUS01502,,,,,,,,3,,,,,,,
CUS01503,CUS01503,,,,,,,,3,,,,,,,
CUS01504,CUS01504,,,,,,,,3,,,,,,,
CUS01505,CUS01505,,,,,,,,3,,,,,,,
CUS01506,CUS01506,,,,,,,,3,,,,,,,
CUS01507,CUS01507,,,,,,,,3,,,,,,,
CUS01508,CUS01508,,,,,,,,3,,,,,,,
CUS01509,CUS01509,,,,,,,,3,,,,,,,
CUS01510,CUS01510,,,,,,,,3,,,,,,,
CUS01511,CUS01511,,,,,,,,3,,,,,,,
CUS01512,CUS01512,,,,,,,,3,,,,,,,
CUS01513,CUS01513,,,,,,,,3,,,,,,,
CUS01514,CUS01514,,,,,,,,3,,,,,,,
CUS01515,CUS01515,,,,,,,,3,,,,,,,
CUS01516,CUS01516,,,,,,,,3,,,,,,,
CUS01517,CUS01517,,,,,,,,3,,,,,,,
CUS01518,CUS01518,,,,,,,,3,,,,,,,
CUS01519,CUS01519,,,,,,,,3,,,,,,,
CUS01520,CUS01520,,,,,,,,3,,,,,,,
CUS01521,CUS01521,,,,,,,,3,,,,,,,
CUS01522,CUS01522,,,,,,,,3,,,,,,,
CUS01523,CUS01523,,,,,,,,3,,,,,,,
CUS01524,CUS01524,,,,,,,,3,,,,,,,
CUS01525,CUS01525,,,,,,,,3,,,,,,,
CUS01526,CUS01526,,,,,,,,3,,,,,,,
CUS01527,CUS01527,,,,,,,,3,,,,,,,
CUS01528,CUS01528,,,,,,,,3,,,,,,,
CUS01529,CUS01529,,,,,,,,3,,,,,,,
CUS01530,CUS01530,,,,,,,,3,,,,,,,
CUS01531,CUS01531,,,,,,,,3,,,,,,,
CUS01532,CUS01532,,,,,,,,3,,,,,,,
CUS01533,CUS01533,,,,,,,,3,,,,,,,
CUS01534,CUS01534,,,,,,,,3,,,,,,,
CUS01535,CUS01535,,,,,,,,3,,,,,,,
CUS01536,CUS01536,,,,,,,,3,,,,,,,
CUS01537,CUS01537,,,,,,,,3,,,,,,,
CUS01538,CUS01538,,,,,,,,3,,,,,,,
CUS01539,CUS01539,,,,,,,,3,,,,,,,
CUS01540,CUS01540,,,,,,,,3,,,,,,,
CUS01541,CUS01541,,,,,,,,3,,,,,,,
CUS01542,CUS01542,,,,,,,,3,,,,,,,
CUS01543,CUS01543,,,,,,,,3,,,,,,,
CUS01544,CUS01544,,,,,,,,3,,,,,,,
CUS01545,CUS01545,,,,,,,,3,,,,,,,
CUS01546,CUS01546,,,,,,,,3,,,,,,,
CUS01547,CUS01547,,,,,,,,3,,,,,,,
CUS01548,CUS01548,,,,,,,,3,,,,,,,
CUS01549,CUS01549,,,,,,,,3,,,,,,,
CUS01550,CUS01550,,,,,,,,3,,,,,,,
CUS01551,CUS01551,,,,,,,,3,,,,,,,
CUS01552,CUS01552,,,,,,,,3,,,,,,,
CUS01553,CUS01553,,,,,,,,3,,,,,,,
CUS01554,CUS01554,,,,,,,,3,,,,,,,
CUS01555,CUS01555,,,,,,,,3,,,,,,,
CUS01556,CUS01556,,,,,,,,3,,,,,,,
CUS01557,CUS01557,,,,,,,,3,,,,,,,
CUS01558,CUS01558,,,,,,,,3,,,,,,,
CUS01559,CUS01559,,,,,,,,3,,,,,,,
CUS01560,CUS01560,,,,,,,,3,,,,,,,
CUS01561,CUS01561,,,,,,,,3,,,,,,,
