Company,Name,Email,Phone,Address,City,State,Postal Code,Country,Customer Group ID,Vat No,CF 1,CF 2,CF 3,CF 4,CF 5,CF 6
CUS00001,CUS00001,,,,,,,,3,,,,,,,
CUS00002,CUS00002,,,,,,,,3,,,,,,,
CUS00003,CUS00003,,,,,,,,3,,,,,,,
CUS00004,CUS00004,,,,,,,,3,,,,,,,
CUS00005,CUS00005,,,,,,,,3,,,,,,,
CUS00006,CUS00006,,,,,,,,3,,,,,,,
CUS00007,CUS00007,,,,,,,,3,,,,,,,
CUS00008,CUS00008,,,,,,,,3,,,,,,,
CUS00009,CUS00009,,,,,,,,3,,,,,,,
CUS00010,CUS00010,,,,,,,,3,,,,,,,
CUS00011,CUS00011,,,,,,,,3,,,,,,,
CUS00012,CUS00012,,,,,,,,3,,,,,,,
CUS00013,CUS00013,,,,,,,,3,,,,,,,
CUS00014,CUS00014,,,,,,,,3,,,,,,,
CUS00015,CUS00015,,,,,,,,3,,,,,,,
CUS00016,CUS00016,,,,,,,,3,,,,,,,
CUS00017,CUS00017,,,,,,,,3,,,,,,,
CUS00018,CUS00018,,,,,,,,3,,,,,,,
CUS00019,CUS00019,,,,,,,,3,,,,,,,
CUS00020,CUS00020,,,,,,,,3,,,,,,,
CUS00021,CUS00021,,,,,,,,3,,,,,,,
CUS00022,CUS00022,,,,,,,,3,,,,,,,
CUS00023,CUS00023,,,,,,,,3,,,,,,,
CUS00024,CUS00024,,,,,,,,3,,,,,,,
CUS00025,CUS00025,,,,,,,,3,,,,,,,
CUS00026,CUS00026,,,,,,,,3,,,,,,,
CUS00027,CUS00027,,,,,,,,3,,,,,,,
CUS00028,CUS00028,,,,,,,,3,,,,,,,
CUS00029,CUS00029,,,,,,,,3,,,,,,,
CUS00030,CUS00030,,,,,,,,3,,,,,,,
CUS00031,CUS00031,,,,,,,,3,,,,,,,
CUS00032,CUS00032,,,,,,,,3,,,,,,,
CUS00033,CUS00033,,,,,,,,3,,,,,,,
CUS00034,CUS00034,,,,,,,,3,,,,,,,
CUS00035,CUS00035,,,,,,,,3,,,,,,,
CUS00036,CUS00036,,,,,,,,3,,,,,,,
