Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
CD009534,9534 DRESS,CD,UNIT,,24.99,1,,,,,,,,,,,,,,,,
SY000032,0032 SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
DO0G9696,9696 GRAY DENIM,DO,UNIT,,17.99,1,,,,,,,,,,,,,,,,
DO0P9696,9696 PINK DENIM,DO,UNIT,,17.99,1,,,,,,,,,,,,,,,,
JK002178,2178 JACKET,JK,UNIT,,17.99,1,,,,,,,,,,,,,,,,
CD009751,9751 DRESS,CD,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SY003159,3159 SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
CD009853,9853 DRESS,CD,UNIT,,22.99,1,,,,,,,,,,,,,,,,
CD009857,9857 DRESS,CD,UNIT,,18.99,1,,,,,,,,,,,,,,,,
CD009802,9802 DRESS,CD,UNIT,,16.99,1,,,,,,,,,,,,,,,,
