Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
SY0C112,3.3,10,WH1,2,,,,received,,PAID,,,
SY0W112,3.3,10,WH1,2,,,,received,,PAID,,,
SYBB112,3.3,10,WH1,2,,,,received,,PAID,,,
SYDG1720,4.5,10,WH1,2,,,,received,,PAID,,,
SY0P1720,4.5,10,WH1,2,,,,received,,PAID,,,
SY0G1720,4.5,10,WH1,2,,,,received,,PAID,,,
SYGG1721,3.3,10,WH1,2,,,,received,,PAID,,,
SY0R1721,3.3,5,WH1,2,,,,received,,PAID,,,
SYBB1721,3.3,10,WH1,2,,,,received,,PAID,,,
SY0W1721,3.3,10,WH1,2,,,,received,,PAID,,,
