Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
CD007349,7349 DRESS,CD,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SK000003,003 SKIRT,SK,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SJ004421,4421 SHORT JEAN,SJ,UNIT,,13.99,1,,,,,,,,,,,,,,,,
CD009146,9146 DRESS,CD,UNIT,,18.99,1,,,,,,,,,,,,,,,,
SY003088,3088 SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SY001993,1993 SHIRT,SY,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SY009235,9235 SHIRT,SY,UNIT,,15.99,1,,,,,,,,,,,,,,,,
SY003102,3102 SHIRT,SY,UNIT,,12.99,1,,,,,,,,,,,,,,,,
CD009219,9219 DRESS,SY,UNIT,,19.99,1,,,,,,,,,,,,,,,,
SKBB9447,9447 BLACK SKIRT,SK,UNIT,,20.99,1,,,,,,,,,,,,,,,,
SK0R9447,9447 RED SKIRT,SK,UNIT,,20.99,1,,,,,,,,,,,,,,,,
SK009412,9412 SKIRT,SK,UNIT,,15.99,1,,,,,,,,,,,,,,,,
