Code,Quantity,option_id,warehouse_id,opening_stock,cost
KM000500,1,,2,,8
KM000509,1,,2,,8
KM000516,1,,2,,8.5
KM000531,2,,2,,7.5
KM0B0509,1,,2,,8
KM0B0556,1,,2,,9.5
KM0B0558,1,,2,,9.5
KM0B6009,1,,2,,6.8
KM0G0545,1,,2,,7.5
KM0G0556,1,,2,,9.5
KM0G6001,1,,2,,9.5
KM0P0485,1,,2,,8.5
KM0P0509,1,,2,,8
KM0P0528,1,,2,,8
KM0P0519,1,,2,,11.5
KM0P6021,1,,2,,5.5
KM0PP0509,1,,2,,8
KM0R0513,1,,2,,8.6
KM0R0528,1,,2,,8
KM0R0531,1,,2,,7.5
KM0R0542,1,,2,,8.5
KM0R6021,1,,2,,5.5
KM0W0509,1,,2,,8
KM0W0516,1,,2,,8.5
KM0W0526,1,,2,,8
KM0W6021,1,,2,,5.5
KMBE0512,1,,2,,8
KMBE0513,1,,2,,8.6
KMBG6016,1,,2,,8
KMBR0512,1,,2,,8
KMBR0513,1,,2,,8.6
KMBR0531,1,,2,,7.5
KMBR0546,1,,2,,7.5
