Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
BGDBA513,A513 DARK BLUE BAG,BG,UNIT,3.8,10,,,,,,,,,,,,,,,,,
BG0BA513,A513 BLUE BAG,BG,UNIT,3.8,10,,,,,,,,,,,,,,,,,
BGGGA513,A513 GREEN BAG,BG,UNIT,3.8,10,,,,,,,,,,,,,,,,,
BGBBA513,A513 BLACK BAG,BG,UNIT,3.8,10,,,,,,,,,,,,,,,,,
BG0GA513,A513 GRAY BAG,BG,UNIT,3.8,10,,,,,,,,,,,,,,,,,
BG0PA513,A513 PINK BAG,BG,UNIT,3.8,10,,,,,,,,,,,,,,,,,
BGGGAF613,F613 GREEN BAG,BG,UNIT,3.7,10.99,,,,,,,,,,,,,,,,,
BG0BF613,F613 BLUE BAG,BG,UNIT,3.7,10.99,,,,,,,,,,,,,,,,,
BG0GF613,F613 GRAY BAG,BG,UNIT,3.7,10.99,,,,,,,,,,,,,,,,,
BG0PF613,F613 PINK BAG,BG,UNIT,3.7,10.99,,,,,,,,,,,,,,,,,
BGBBF613,F613 BLACK BAG,BG,UNIT,3.7,10.99,,,,,,,,,,,,,,,,,
