Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
BG0B889,,BG,UNIT,,20,1,,,,,,,,,,,,,,,,
BG0GJ171,,BG,UNIT,,11.99,1,,,,,,,,,,,,,,,,
BGBRJ171,,BG,UNIT,,11.99,1,,,,,,,,,,,,,,,,
BGBBJ171,,BG,UNIT,,11.99,1,,,,,,,,,,,,,,,,
BG0B0577,,BG,UNIT,,19.99,1,,,,,,,,,,,,,,,,
BGBB0577,,BG,UNIT,,19.99,1,,,,,,,,,,,,,,,,
BG00J172,,BG,UNIT,,13.99,1,,,,,,,,,,,,,,,,
BGBRJ173,,BG,UNIT,,16.99,1,,,,,,,,,,,,,,,,
BGBBJ173,,BG,UNIT,,16.99,1,,,,,,,,,,,,,,,,
BG008146B,,BG,UNIT,,16.99,1,,,,,,,,,,,,,,,,
BG008146S,,BG,UNIT,,14.99,1,,,,,,,,,,,,,,,,
BG0P8147,,BG,UNIT,,14.99,1,,,,,,,,,,,,,,,,
BG0R8147,,BG,UNIT,,14.99,1,,,,,,,,,,,,,,,,
BGBB8147,,BG,UNIT,,14.99,1,,,,,,,,,,,,,,,,
BG0G8150,,BG,UNIT,,14.99,1,,,,,,,,,,,,,,,,
BG0W8150,,BG,UNIT,,14.99,1,,,,,,,,,,,,,,,,
