Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
EW0B8845,EW0B8845,EW,UNIT,, 34.00 ,1,,,,,,,,,,,,,,,,
EW0B8860,EW0B8860,EW,UNIT,, 38.00 ,1,,,,,,,,,,,,,,,,
EW0G8860,EW0G8860,EW,UNIT,, 38.00 ,1,,,,,,,,,,,,,,,,
EWBB8702,EWBB8702,EW,UNIT,, 28.00 ,1,,,,,,,,,,,,,,,,
EWBL8702,EWBL8702,EW,UNIT,, 28.00 ,1,,,,,,,,,,,,,,,,
IS0B2232,IS0B2232,IS,UNIT,, 28.00 ,1,,,,,,,,,,,,,,,,
IS0B2240,IS0B2240,IS,UNIT,, 28.00 ,1,,,,,,,,,,,,,,,,
IS0B2241,IS0B2241,IS,UNIT,, 28.00 ,1,,,,,,,,,,,,,,,,
IS0B2246,IS0B2246,IS,UNIT,, 30.00 ,1,,,,,,,,,,,,,,,,
IS0B3816,IS0B3816,IS,UNIT,, 32.00 ,1,,,,,,,,,,,,,,,,
IS0B3816B,IS0B3816B,IS,UNIT,, 32.00 ,1,,,,,,,,,,,,,,,,
IS0B3939,IS0B3939,IS,UNIT,, 38.00 ,1,,,,,,,,,,,,,,,,
IS0B3968,IS0B3968,IS,UNIT,, 60.00 ,1,,,,,,,,,,,,,,,,
IS0B3973,IS0B3973,IS,UNIT,, 48.00 ,1,,,,,,,,,,,,,,,,
IS0B6809,IS0B6809,IS,UNIT,, 40.00 ,1,,,,,,,,,,,,,,,,
IS0G220,IS0G220,IS,UNIT,, 32.00 ,1,,,,,,,,,,,,,,,,
IS0G3806,IS0G3806,IS,UNIT,, 36.00 ,1,,,,,,,,,,,,,,,,
IS0G3821,IS0G3821,IS,UNIT,, 29.00 ,1,,,,,,,,,,,,,,,,
IS0G3848,IS0G3848,IS,UNIT,, 30.00 ,1,,,,,,,,,,,,,,,,
IS0G3961,IS0G3961,IS,UNIT,, 36.00 ,1,,,,,,,,,,,,,,,,
IS0G6802,IS0G6802,IS,UNIT,, 55.00 ,1,,,,,,,,,,,,,,,,
IS0G8109,IS0G8109,IS,UNIT,, 66.00 ,1,,,,,,,,,,,,,,,,
IS0O3821,IS0O3821,IS,UNIT,, 29.00 ,1,,,,,,,,,,,,,,,,
IS0O8138,IS0O8138,IS,UNIT,, 29.00 ,1,,,,,,,,,,,,,,,,
