Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
SY0W3932,3932 WHITE SHIRT,SY,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SYBB3932,3932 BLACK SHIRT,SY,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SY001138,1138 SHIRT,SY,UNIT,,15.99,1,,,,,,,,,,,,,,,,
SY001156,1156 SHIRT,SY,UNIT,,15.99,1,,,,,,,,,,,,,,,,
SY001154,1154 SHIRT,SY,UNIT,,15.99,1,,,,,,,,,,,,,,,,
SY001188,1188 SHIRT,SY,UNIT,,15.99,1,,,,,,,,,,,,,,,,
JK000094,0094 JACKET,JK,UNIT,,13.99,1,,,,,,,,,,,,,,,,
LP004627,4627 LONG PANT,LP,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SS000088,0088 SET,SS,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SY001228,1228 SHIRT,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SY001286,1286 SHIRT,SY,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SY001285,1285 SHIRT,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
