Code,Quantity,option_id,warehouse_id,opening_stock,cost
VCBG060,3,,1,,27
VC0Y060,4,,1,,27
VC0B045A,4,,1,,66
VCBB045A,3,,1,,66
VC0G062,8,,1,,41
VC0B062,4,,1,,41
VCBB062,9,,1,,41
VC0G068,3,,1,,44.5
VC0B068,3,,1,,44.5
VCBWG033,3,,1,,26
VCBBS033,4,,1,,26
VC0G076A,3,,1,,94
VC0W076A,3,,1,,94
VCBS067,3,,1,,39.5
VCBG067,2,,1,,39.5
VC0B061,3,,1,,27.5
VCBB061,4,,1,,27.5
VC0G064,3,,1,,44
VC0S064,3,,1,,44
VCBG063,4,,1,,39.5
VCBS063,2,,1,,39.5
VC0B074A,4,,1,,65
VCBB074A,2,,1,,65
VC0B075A,1,,1,,102
VC0W072,1,,1,,41
VC0B070,4,,1,,46.5
VC0W070,4,,1,,46.5
VCBS073A,3,,1,,73
VCBG073A,2,,1,,73
VC0W073A,1,,1,,73
VC0G071,8,,1,,38
VC0B071,2,,1,,38
