Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
SY0G1141,1141 GRAY SHIRT,SY,UNIT,,18.99,1,,,,,,,,,,,,,,,,
SY0B1141,1141 BLUE SHIRT,SY,UNIT,,18.99,1,,,,,,,,,,,,,,,,
DO004171,4171 DENIM,DO,UNIT,,19.99,1,,,,,,,,,,,,,,,,
CD005548,5548 DRESS,CD,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SK0G5559,5559 GRAY SKIRT,SK,UNIT,,15.99,1,,,,,,,,,,,,,,,,
SK0C5559,5559 CREAM SKIRT,SK,UNIT,,15.99,1,,,,,,,,,,,,,,,,
SK009330,9330 SKIRT,SK,UNIT,,18.99,1,,,,,,,,,,,,,,,,
SK005397,5397 SKIRT,SK,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SY001846,1846 SHIRT,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SY0B6209,6209 BLUE SHIRT,SY,UNIT,,15.99,1,,,,,,,,,,,,,,,,
SYBR6209,6209 BROWN SHIRT,SY,UNIT,,15.99,1,,,,,,,,,,,,,,,,
SYBB6209,6209 BLACK SHIRT,SY,UNIT,,15.99,1,,,,,,,,,,,,,,,,
SY0P6209,6209 PINK SHIRT,SY,UNIT,,15.99,1,,,,,,,,,,,,,,,,
CD009107,9107 DRESS,CD,UNIT,,17.99,1,,,,,,,,,,,,,,,,
LP004410,4410 LONG PANT,LP,UNIT,,11.99,1,,,,,,,,,,,,,,,,
