Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
SY0B1704,7.1,5,WH1,6,,,,received,,PAID,,,
CD005358,8.3,5,WH1,6,,,,received,,PAID,,,
CD005842,6.9,20,WH1,6,,,,received,,PAID,,,
SYPP6852,6,5,WH1,6,,,,received,,PAID,,,
SYGG6852,6,5,WH1,6,,,,received,,PAID,,,
SY0G8563,8,10,WH1,6,,,,received,,PAID,,,
CD005612,7.5,10,WH1,6,,,,received,,PAID,,,
SY007959,7.9,10,WH1,6,,,,received,,PAID,,,
CD005329,9,10,WH1,6,,,,received,,PAID,,,
JK007963,10,6,WH1,6,,,,received,,PAID,,,
SY001787,7.9,10,WH1,6,,,,received,,PAID,,,
SKBB3011,5.2,5,WH1,6,,,,received,,PAID,,,
SK0W3011,5.2,5,WH1,6,,,,received,,PAID,,,
SK0R3011,5.2,5,WH1,6,,,,received,,PAID,,,
SH003010,4.5,15,WH1,6,,,,received,,PAID,,,
