Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
SYBB1911,1911 BLACK SHIRT,SY,UNIT,0,8.5,1,,,,,,,,,,,,,,,,
SY0W1911,1911 WHITE SHIRT,SY,UNIT,,8.5,1,,,,,,,,,,,,,,,,
JK009723,9723 JACKET,JK,UNIT,,19.99,1,,,,,,,,,,,,,,,,
LJ00831,831 LONG JEAN,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJ008888,8888 LONG JEAN,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJ00191,191 LONG JEAN,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJ00562,562 LONG JEAN,LJ ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
JK00611,611 JACKET,JK,UNIT,,15.99,1,,,,,,,,,,,,,,,,
SY006051,6051 SHIRT,SY,UNIT,,10,1,,,,,,,,,,,,,,,,
CDBB798,798 BLACK DRESS,CD,UNIT,,13.99,1,,,,,,,,,,,,,,,,
CD0P798,798 PINK DRESS,CD,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0B8603,8603 BLUE SHIRT,SY,UNIT,,8.5,1,,,,,,,,,,,,,,,,
SY0C8603,8603 CREAM SHIRT,SY,UNIT,,8.5,1,,,,,,,,,,,,,,,,
SY0W8603,8603 WHITE SHIRT,SY,UNIT,,8.5,1,,,,,,,,,,,,,,,,
SYBR1607,1607 BROWN SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SYBB1607,1607 BLACK SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SY0W1607,1607 WHITE SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SY0R1607,1607 RED SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
