Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
JL0S950,950 SIVLER JULIUS,JL,UNIT,,88,1,,,,,,,,,,,,,,,,
JLSB950,950 SILVER BLUE JULIUS,JL,UNIT,,88,1,,,,,,,,,,,,,,,,
JL0G950,950 GOLD JULIUS,JL,UNIT,,88,1,,,,,,,,,,,,,,,,
JL0S946,946 SILVER JULIUS,JL,UNIT,,88,1,,,,,,,,,,,,,,,,
JL0G946,946 GOLD JULIUS,JL,UNIT,,88,1,,,,,,,,,,,,,,,,
JLDG960,960 DARK GOLD JULIUS,JL,UNIT,,42,1,,,,,,,,,,,,,,,,
JLRG960,960 ROSE Gold JULIUS,JL,UNIT,,42,1,,,,,,,,,,,,,,,,
JL0S960,960 SILVER JULIUS,JL,UNIT,,42,1,,,,,,,,,,,,,,,,
JLBE935,935 BLUE JULIUS,JL,UNIT,,36,1,,,,,,,,,,,,,,,,
JL0W935,935 WHITE JULIUS,JL,UNIT,,36,1,,,,,,,,,,,,,,,,
JL0G935,935 GOLD JULIUS,JL,UNIT,,36,1,,,,,,,,,,,,,,,,
JLBB932,932 BLACK JULIUS,JL,UNIT,,38,1,,,,,,,,,,,,,,,,
JL0C932,932 COFFEE JULIUS,JL,UNIT,,38,1,,,,,,,,,,,,,,,,
JL0W932,932 WHITE JULIUS,JL,UNIT,,38,1,,,,,,,,,,,,,,,,
JLBE932,932 BLUE JULIUS,JL,UNIT,,38,1,,,,,,,,,,,,,,,,
JLBE929,929 BLUE JULIUS,JL,UNIT,,38,1,,,,,,,,,,,,,,,,
JL0P929,929 PINK JULIUS,JL,UNIT,,38,1,,,,,,,,,,,,,,,,
JLBB929,929 BLACK JULIUS,JL,UNIT,,38,1,,,,,,,,,,,,,,,,
JL0P864,864 PINK JULIUS,JL,UNIT,,38,1,,,,,,,,,,,,,,,,
JLBB864,864 BLACK JULIUS,JL,UNIT,,38,1,,,,,,,,,,,,,,,,
