Code,Quantity,option_id,warehouse_id,opening_stock,cost
CD000039,1,,2,,6.00
CD000050,1,,2,,6.00
CD000056,1,,2,,8.00
CD000074,1,,2,,4.00
CD000078,1,,2,,3.00
CD000082,1,,2,,22.00
CD000571,1,,2,,7.00
CD00096,1,,2,,18.00
CD00097,2,,2,,28.50
CD000G18,2,,2,,12.00
CD0010330,4,,2,,6.00
CD001112,5,,2,,4.50
CD0013140,3,,2,,14.50
CD0015116,1,,2,,17.50
CD001525,4,,2,,22.50
CD00155111,1,,2,,17.50
CD0020020,5,,2,,7.50
CD00223,2,,2,,14.50
CD0030033,4,,2,,10.50
CD003009,2,,2,,7.50
CD0030139,3,,2,,10.00
CD003227,1,,2,,6.50
CD00325,2,,2,,17.50
CD004,1,,2,,7.50
CD0040003,2,,2,,5.50
CD00401,9,,2,,5.00
CD004330,1,,2,,5.00
CD004694,1,,2,,44.00
CD005002,4,,2,,9.50
CD0050023,2,,2,,11.50
CD0050401,3,,2,,10.00
CD0050501,2,,2,,10.00
CD0050578,2,,2,,10.00
CD005091,3,,2,,7.50
CD005137,2,,2,,8.50
CD005157,4,,2,,5.00
CD005198,1,,2,,7.50
CD005612,2,,2,,7.50
CD005616,1,,2,,5.00
CD005683,4,,2,,9.00
CD005842,8,,2,,7.00
CD005878,1,,2,,8.00
CD005913,7,,2,,7.00
CD005962,1,,2,,9.00
CD0060043,2,,2,,9.00
CD0060050,4,,2,,9.00
CD0060051,5,,2,,8.00
CD006069,1,,2,,13.00
CD006090,1,,2,,5.00
CD006629,4,,2,,6.00
CD007135,2,,2,,5.50
CD007686,3,,2,,6.50
CD007994,4,,2,,9.00
CD0080006,3,,2,,6.00
CD008003,2,,2,,6.50
CD0080036,6,,2,,9.00
CD0080039,2,,2,,9.00
CD008049,2,,2,,9.00
CD008197,4,,2,,8.00
CD008389,1,,2,,5.50
CD008423,3,,2,,8.00
CD00853,5,,2,,7.00
CD00869,2,,2,,3.25
CD008733,1,,2,,5.00
CD008876,4,,2,,5.00
CD008963,7,,2,,6.00
CD0090021,3,,2,,5.50
CD009003,3,,2,,6.50
CD0090051,4,,2,,9.00
CD009034,1,,2,,8.50
CD009036,1,,2,,9.00
CD009053,2,,2,,5.50
CD00906442,2,,2,,4.50
CD009107,1,,2,,8.00
CD009524,3,,2,,5.50
CD009709,4,,2,,8.00
CD009719,1,,2,,8.00
CD009758,3,,2,,6.50
CD009876,3,,2,,4.50
CD00A696,3,,2,,10.00
CD00AJ012,5,,2,,5.00
CD00B132,1,,2,,8.00
CD00B140,2,,2,,7.50
CD00C1630,1,,2,,48.50
CD00PD91,1,,2,,23.50
CD00PD95,3,,2,,18.50
CD00T5815,2,,2,,7.50
CD00W187,10,,2,,9.50
CD050295,1,,2,,13.00
CD050605,2,,2,,13.50
CD0A3009,1,,2,,7.50
CD0A486,3,,2,,8.50
CD0B2005,2,,2,,3.00
CD0B2973,1,,2,,8.00
CD0B5691,4,,2,,8.00
CD0B7137,1,,2,,9.00
CD0B7565,3,,2,,5.50
CD0BPD80,2,,2,,18.50
CD0BPD81,2,,2,,23.50
CD0BPD84,1,,2,,23.50
CD0C886,1,,2,,10.00
CD0C96,1,,2,,8.00
CD0CPD81,2,,2,,23.50
CD0CPD84,1,,2,,23.50
CD0CPD85,4,,2,,23.50
CD0CPD86,4,,2,,23.50
CD0CPD87,2,,2,,23.50
CD0D1520,2,,2,,18.50
CD0D2031,5,,2,,8.50
CD0F16,1,,2,,8.50
CD0G0769,3,,2,,4.00
CD0G6284,1,,2,,5.00
CD0G90185,5,,2,,7.50
CD0P1534,2,,2,,5.00
CD0P1536,2,,2,,17.50
CD0P2973,2,,2,,8.00
CD0P6063,2,,2,,13.50
CD0P7643,4,,2,,6.00
CD0P90846,1,,2,,7.50
CD0PE359,1,,2,,8.50
CD0PPD85,2,,2,,23.50
CD0PPD86,1,,2,,23.50
CD0PPD87,1,,2,,23.50
CD0PPD88,4,,2,,18.50
CD0PPD89,3,,2,,23.50
CD0PPD90,1,,2,,23.50
CD0R0769,2,,2,,4.00
CD0R10509,9,,2,,9.00
CD0R135,3,,2,,4.00
CD0R3751,1,,2,,6.00
CD0R50616,1,,2,,10.00
CD0R7319,1,,2,,4.00
CD0SPD81,2,,2,,23.50
CD0SPD87,2,,2,,23.50
CD0W2005,2,,2,,3.00
CD0W3960,5,,2,,4.50
CD0W4304,1,,2,,4.00
CD0W8875,1,,2,,5.00
CD0W9507,2,,2,,9.00
CD11005,1,,2,,18.00
CDBB0769,1,,2,,4.00
CDBB6032,4,,2,,6.00
CDBB6224,2,,2,,4.50
CDBB8464,2,,2,,6.00
CDBB8468,4,,2,,6.00
CDBB90846,3,,2,,7.50
CDBB90853,6,,2,,5.50
CDBY043,4,,2,,16.00
CDG099,1,,2,,9.00
CDGG6055,1,,2,,10.00
CDGG6063,1,,2,,13.50
CDPB1019,1,,2,,8.50
CDPD0338,1,,2,,8.50
CDRM8300,2,,2,,9.00
CDT3056,1,,2,,16.50
CDTB055,1,,2,,8.00
CDX4120,2,,2,,9.00
CDXZ0175,4,,2,,7.50
CDXZ024,4,,2,,8.50
CDY045,1,,2,,14.50
CDYD8159,4,,2,,7.50
CD005358,1,,2,,8.50
CS000103,1,,2,,2.50
D0OSB370,3,,2,,9.50
DO002154,2,,2,,6.50
DO004171,3,,2,,9.00
DO004812,1,,2,,9.00
DO005357,1,,2,,6.50
DO005461,1,,2,,7.50
DO006881,1,,2,,6.00
DO006988,1,,2,,5.50
DO00745,6,,2,,6.00
DO008094,1,,2,,6.00
DO008233,1,,2,,11.50
DO008825,3,,2,,6.00
DO0090257,4,,2,,6.50
DO0090592,3,,2,,6.00
DO009219,1,,2,,5.50
DO009832,6,,2,,6.00
DO0B6558,2,,2,,12.00
DO0BB370,3,,2,,9.50
DO0BB371,8,,2,,9.00
DO0C9410,2,,2,,5.50
DO0P10295,5,,2,,5.50
JK001224,3,,2,,7.00
JK00124,1,,2,,7.50
JK00217,5,,2,,6.50
JK00218,2,,2,,6.50
JK002214,2,,2,,9.00
JK002726,1,,2,,11.00
JK00390,5,,2,,7.00
JK004685,1,,2,,9.00
JK00625,5,,2,,7.00
JK00632,4,,2,,8.50
JK007109,4,,2,,7.50
JK007487,6,,2,,8.00
JK007514,3,,2,,9.50
JK007570,1,,2,,9.50
JK007963,4,,2,,10.50
JK008058,1,,2,,6.50
JK008110,3,,2,,6.50
JK008527,2,,2,,6.50
JK0090859,3,,2,,8.00
JK009305,3,,2,,7.00
JK009417,3,,2,,8.00
JK009718,1,,2,,7.50
JK00A120,4,,2,,5.50
JK0B1038,1,,2,,7.50
JK0B3040,1,,2,,8.50
JK0C1038,1,,2,,7.50
JK0G1038,3,,2,,7.50
JK0G1050,1,,2,,9.50
JK0G366,2,,2,,7.50
JK0P3482,1,,2,,5.50
JK0R8367,3,,2,,6.00
JK0R9052,1,,2,,8.50
JK0W3502,3,,2,,5.00
JK0W80151,1,,2,,5.50
JK0WA1635,4,,2,,6.00
JKBB10147,1,,2,,6.50
JKBB3502,5,,2,,5.00
JKBB366,3,,2,,7.50
JKBB9052,3,,2,,8.50
JKBBA1635,2,,2,,6.00
JKGG10147,4,,2,,6.50
JKPP1050,1,,2,,9.50
JKSB0002,1,,2,,11.50
