Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
SYPP2095,6.5,10,WH1,6,,,,received,,,,,
SY0B2095,6.5,15,WH1,6,,,,received,,,,,
SY0P2095,6.5,10,WH1,6,,,,received,,,,,
SY002242,6,20,WH1,6,,,,received,,,,,
SY002660,6,10,WH1,6,,,,received,,,,,
SY0G2773,6,10,WH1,6,,,,received,,,,,
SY0B2773,6,10,WH1,6,,,,received,,,,,
SYBB3062,6,14,WH1,6,,,,received,,,,,
SY0P3062,6,7,WH1,6,,,,received,,,,,
SY0B3062,6,2,WH1,6,,,,received,,,,,
SY003265,4.7,5,WH1,6,,,,received,,,,,
SY0G3915,6,13,WH1,6,,,,received,,,,,
SYGG3915,6,6,WH1,6,,,,received,,,,,
SY0P3915,6,11,WH1,6,,,,received,,,,,
