Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
SY0B1701,3,5,1,2,,,,,,,,,
SYBB1701,3,10,1,2,,,,,,,,,
SY0G1701,3,10,1,2,,,,,,,,,
SYDG1701,3,5,1,2,,,,,,,,,
SYGG1701,3,5,1,2,,,,,,,,,
SY0W1701,3,10,1,2,,,,,,,,,
SY0B1702,3.2,5,1,2,,,,,,,,,
SYBB1702,3.2,5,1,2,,,,,,,,,
SYGG1702,3.2,5,1,2,,,,,,,,,
SYBB1703,3,10,1,2,,,,,,,,,
SY0W1703,3,10,1,2,,,,,,,,,
SY0B110,3.3,5,1,2,,,,,,,,,
SYBB110,3.3,10,1,2,,,,,,,,,
SY0C110,3.3,5,1,2,,,,,,,,,
SY0B1705,4.5,10,1,2,,,,,,,,,
SYGG1705,4.5,10,1,2,,,,,,,,,
SY001706,4.7,10,1,2,,,,,,,,,
