Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
BG00174,8.9,10,WH1,2,,,,received,,pending,,,
BGBR175,6.8,5,WH1,2,,,,received,,pending,,,
BG0R175,6.8,5,WH1,2,,,,received,,pending,,,
BGDB175,6.8,10,WH1,2,,,,received,,pending,,,
BGBB175,6.8,10,WH1,2,,,,received,,pending,,,
BG0R502,7.8,10,WH1,2,,,,received,,pending,,,
BGBR502,7.8,5,WH1,2,,,,received,,pending,,,
BGBB502,7.8,10,WH1,2,,,,received,,pending,,,
BG0G176,4.9,10,WH1,2,,,,received,,pending,,,
BGBB176,4.9,10,WH1,2,,,,received,,pending,,,
BGGG176,4.9,10,WH1,2,,,,received,,pending,,,
BG0R990,4.9,10,WH1,2,,,,received,,pending,,,
BGBB990,4.9,10,WH1,2,,,,received,,pending,,,
BG0R8833,5.7,10,WH1,2,,,,received,,pending,,,
BGBB8833,5.7,10,WH1,2,,,,received,,pending,,,
BGBR5017,5.7,10,WH1,2,,,,received,,pending,,,
BGBB5017,5.7,10,WH1,2,,,,received,,pending,,,
