Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
JL0W928,7.8,5,WH1,2,,,,received,,pending,,,
JLBR928,7.8,5,WH1,2,,,,received,,pending,,,
JLBE928,7.8,5,WH1,2,,,,received,,pending,,,
JL0Y958,15.9,5,WH1,2,,,,received,,pending,,,
JLBR958,15.9,5,WH1,2,,,,received,,pending,,,
JL0W958,15.9,5,WH1,2,,,,received,,pending,,,
JLBB958,15.9,5,WH1,2,,,,received,,pending,,,
JL0W955,8.5,5,WH1,2,,,,received,,pending,,,
JLBB955,8.5,5,WH1,2,,,,received,,pending,,,
JL0G921,9.5,5,WH1,2,,,,received,,pending,,,
JL0Y921,9.5,5,WH1,2,,,,received,,pending,,,
JL0P921,9.5,5,WH1,2,,,,received,,pending,,,
JLBE945,8.5,5,WH1,2,,,,received,,pending,,,
JL0G945,8.5,5,WH1,2,,,,received,,pending,,,
JLBB945,8.5,5,WH1,2,,,,received,,pending,,,
JL0P945,8.5,5,WH1,2,,,,received,,pending,,,
JLBB920,9.5,5,WH1,2,,,,received,,pending,,,
JL0W920,9.5,5,WH1,2,,,,received,,pending,,,
JLBE925,8.9,5,WH1,2,,,,received,,pending,,,
JLBB925,8.9,5,WH1,2,,,,received,,pending,,,
JL0S918,17.3,5,WH1,2,,,,received,,pending,,,
JL0G918,17.3,5,WH1,2,,,,received,,pending,,,
JLBB951,9,5,WH1,2,,,,received,,pending,,,
JL0P951,9,5,WH1,2,,,,received,,pending,,,
JL0W951,9,5,WH1,2,,,,received,,pending,,,
JL0G809,14.3,5,WH1,2,,,,received,,pending,,,
JLRG809,14.3,5,WH1,2,,,,received,,pending,,,
JL0S809,14.3,5,WH1,2,,,,received,,pending,,,
JL0W954,8,10,WH1,2,,,,received,,pending,,,
JLBE862,14.3,5,WH1,2,,,,received,,pending,,,
